Bank_Transaction_ID,Transaction_Ref,Date,Bank_Amount,Bank_Account,Reconciliation_Status
BTXN-726649,TXN-500114,2025-07-27,4140.01,7558494532,Matched
BTXN-857722,TXN-500115,2024-04-07,9791.46,5821842592,Matched
BTXN-819544,TXN-500116,2025-04-03,552.14,5821842592,Partial
BTXN-876280,TXN-500117,2025-07-11,3114.78,5821842592,Matched
BTXN-781693,TXN-500118,2025-09-20,6947.27,4818728213,Matched
BTXN-765068,TXN-500119,2024-08-12,1165.07,5821842592,Matched
BTXN-882250,TXN-500120,2025-11-09,3856.78,7558494532,Matched
BTXN-890127,TXN-500121,2025-08-02,2479.49,7247342430,Matched
BTXN-771286,TXN-500122,2024-01-07,3424.39,7247342430,Matched
BTXN-774126,TXN-500123,2025-02-20,2953.06,7247342430,Matched
BTXN-836638,TXN-500124,2024-09-29,2792.52,5821842592,Matched
BTXN-850640,TXN-500125,2024-08-12,3859.0,5821842592,Matched
BTXN-726450,TXN-500126,2025-10-30,5911.11,4818728213,Matched
BTXN-778089,TXN-500127,2024-05-13,5474.45,4818728213,Matched
BTXN-834298,TXN-500128,2025-01-04,2908.94,7558494532,Matched
BTXN-888709,TXN-500129,2024-09-22,4561.33,7558494532,Matched
BTXN-794361,TXN-500130,2024-11-28,6112.05,5821842592,Matched
BTXN-863902,TXN-500131,2025-10-07,8856.41,2725840325,Matched
BTXN-804274,TXN-500132,2025-01-04,4175.97,5821842592,Matched
BTXN-781840,TXN-500133,2025-12-27,7081.14,7247342430,Matched
BTXN-789643,TXN-500134,2025-09-11,5578.56,7247342430,Partial
BTXN-878086,TXN-500136,2025-05-11,7688.2,4818728213,Matched
BTXN-769352,TXN-500137,2024-07-01,8017.88,2725840325,Matched
BTXN-852847,TXN-500138,2024-12-20,6187.74,2725840325,Matched
BTXN-838673,TXN-500139,2024-05-22,781.85,4818728213,Matched
BTXN-878966,TXN-500140,2025-12-12,1047.16,7247342430,Matched
BTXN-725365,TXN-500141,2024-04-28,7029.52,7558494532,Matched
BTXN-780362,TXN-500142,2024-12-02,5842.79,5821842592,Matched
BTXN-875219,TXN-500143,2024-10-05,6778.36,2725840325,Matched
BTXN-798779,TXN-500144,2025-06-23,1218.81,2725840325,Matched
BTXN-709282,TXN-500145,2024-11-08,676.51,7247342430,Partial
BTXN-753581,TXN-500146,2024-08-22,7874.29,2725840325,Matched
BTXN-702912,TXN-500147,2024-02-28,5201.83,2725840325,Matched
BTXN-874878,TXN-500148,2024-05-08,5442.34,7558494532,Partial
BTXN-749535,TXN-500149,2025-03-25,1490.14,2725840325,Partial
BTXN-707560,TXN-500150,2024-10-21,2959.74,7558494532,Partial
BTXN-773102,TXN-500151,2024-04-22,8868.3,2725840325,Matched
BTXN-862050,TXN-500152,2025-05-22,2767.07,7558494532,Matched
BTXN-751052,TXN-500153,2025-10-17,5899.69,2725840325,Matched
BTXN-880748,TXN-500154,2024-08-14,474.57,5821842592,Matched
BTXN-753258,TXN-500155,2024-05-22,6613.68,7247342430,Matched
BTXN-772102,TXN-500156,2025-05-24,6533.45,4818728213,Matched
BTXN-809019,TXN-500157,2025-07-04,7715.69,5821842592,Matched
BTXN-776915,TXN-500158,2025-08-05,2506.97,4818728213,Matched
BTXN-866940,TXN-500159,2025-04-12,9974.88,5821842592,Matched
BTXN-748169,TXN-500160,2024-10-07,5240.35,5821842592,Matched
BTXN-751724,TXN-500161,2024-09-28,9474.86,2725840325,Matched
BTXN-717787,TXN-500162,2024-12-28,9403.08,7247342430,Matched
BTXN-755084,TXN-500163,2025-06-05,5646.07,7247342430,Partial
BTXN-782477,TXN-500164,2025-12-05,6250.71,5821842592,Matched
BTXN-764054,TXN-500165,2025-11-20,1133.78,7247342430,Matched
BTXN-871083,TXN-500166,2025-06-26,8669.25,5821842592,Matched
BTXN-720920,TXN-500167,2024-11-05,8257.45,5821842592,Matched
BTXN-820533,TXN-500168,2025-10-29,871.43,4818728213,Matched
BTXN-788229,TXN-500169,2025-06-01,5171.8,7247342430,Matched
BTXN-827095,TXN-500170,2024-09-01,4563.65,2725840325,Matched
BTXN-825361,TXN-500171,2025-04-09,2145.94,5821842592,Matched
BTXN-848507,TXN-500172,2025-01-08,4332.82,7247342430,Matched
BTXN-735938,TXN-500173,2024-01-17,8843.85,2725840325,Matched
BTXN-846252,TXN-500175,2025-03-15,4269.05,2725840325,Matched
BTXN-751354,TXN-500176,2024-12-06,4883.71,4818728213,Matched
BTXN-755540,TXN-500177,2024-02-14,8272.77,5821842592,Matched
BTXN-828409,TXN-500178,2024-04-23,5470.22,7247342430,Matched
BTXN-738358,TXN-500180,2024-02-25,9759.33,5821842592,Partial
BTXN-845425,TXN-500181,2024-09-13,5338.08,7247342430,Matched
BTXN-729009,TXN-500182,2024-08-01,8884.59,2725840325,Matched
BTXN-854235,TXN-500183,2025-07-07,7532.45,5821842592,Matched
BTXN-802886,TXN-500185,2025-08-26,97.45,4818728213,Matched
BTXN-858530,TXN-500186,2024-01-09,2815.28,5821842592,Partial
BTXN-805069,TXN-500187,2024-01-14,6142.14,5821842592,Matched
BTXN-878844,TXN-500188,2024-08-27,6191.68,7558494532,Matched
BTXN-831906,TXN-500189,2025-03-09,8248.0,2725840325,Matched
BTXN-855847,TXN-500190,2025-02-20,1341.08,2725840325,Partial
BTXN-860792,TXN-500191,2024-03-16,9103.15,2725840325,Matched
BTXN-700531,TXN-500192,2024-09-27,742.17,7247342430,Matched
BTXN-707577,TXN-500193,2024-12-09,3358.78,5821842592,Matched
BTXN-714413,TXN-500194,2025-01-13,6197.83,2725840325,Matched
BTXN-898385,TXN-500195,2025-04-28,2067.43,5821842592,Matched
BTXN-736170,TXN-500196,2024-05-11,8050.21,2725840325,Matched
BTXN-708706,TXN-500197,2024-04-03,9890.95,7247342430,Matched
BTXN-833924,TXN-500198,2025-08-17,5224.26,7558494532,Matched
BTXN-837586,TXN-500199,2024-12-16,9293.83,7558494532,Partial
BTXN-802073,TXN-500200,2025-05-26,5934.62,7558494532,Matched
BTXN-705407,TXN-500201,2025-06-05,4045.74,5821842592,Matched
BTXN-799532,TXN-500202,2024-07-04,9338.48,5821842592,Matched
BTXN-744926,TXN-500203,2024-06-22,5589.83,5821842592,Matched
BTXN-800742,TXN-500204,2024-09-23,2408.03,2725840325,Matched
BTXN-846019,TXN-500205,2024-12-28,3383.97,7247342430,Matched
BTXN-748612,TXN-500206,2024-12-04,2830.61,7558494532,Matched
BTXN-740260,TXN-500207,2024-02-17,4260.61,7558494532,Matched
BTXN-815408,TXN-500208,2025-06-17,7301.65,7558494532,Matched
BTXN-806112,TXN-500209,2024-03-10,3335.22,2725840325,Matched
BTXN-828610,TXN-500210,2025-08-16,8921.61,5821842592,Matched
BTXN-801205,TXN-500211,2024-03-24,7394.44,2725840325,Matched
BTXN-734705,TXN-500212,2025-06-03,427.81,7247342430,Matched
BTXN-870122,TXN-500213,2025-08-04,3493.52,7247342430,Matched
BTXN-876746,TXN-500214,2025-12-24,5728.95,7247342430,Matched
BTXN-753355,TXN-500215,2024-10-07,249.22,7558494532,Matched
BTXN-751844,TXN-500216,2024-10-02,8419.63,7247342430,Matched
BTXN-854028,TXN-500217,2024-04-09,1079.11,4818728213,Matched
BTXN-785727,TXN-500218,2025-08-13,4956.22,4818728213,Matched
BTXN-856059,TXN-500219,2024-11-07,5227.05,2725840325,Matched
BTXN-813457,TXN-500220,2024-11-19,6751.21,7558494532,Matched
BTXN-744172,TXN-500221,2024-08-16,7703.08,7247342430,Matched
BTXN-788223,TXN-500222,2024-01-13,6757.73,7247342430,Matched
BTXN-852852,TXN-500223,2025-12-20,3483.75,4818728213,Matched
BTXN-809973,TXN-500224,2024-08-26,3035.14,7247342430,Matched
BTXN-861119,TXN-500225,2025-05-26,2126.8,5821842592,Matched
BTXN-844738,TXN-500227,2025-08-16,3142.99,4818728213,Partial
BTXN-773314,TXN-500228,2024-11-12,8855.58,7558494532,Matched
BTXN-881991,TXN-500229,2024-06-02,256.37,7247342430,Matched
BTXN-871047,TXN-500230,2024-11-06,6802.86,7558494532,Matched
BTXN-724767,TXN-500231,2024-04-09,6722.9,4818728213,Matched
BTXN-846328,TXN-500232,2025-03-22,8663.83,7247342430,Matched
BTXN-785757,TXN-500233,2025-08-12,9932.88,5821842592,Partial
BTXN-731372,TXN-500234,2025-02-25,1918.69,2725840325,Matched
BTXN-755155,TXN-500235,2024-03-24,2004.37,7247342430,Matched
BTXN-818421,TXN-500236,2024-03-20,126.45,7247342430,Matched
BTXN-779580,TXN-500237,2024-12-12,2449.1,7558494532,Matched
BTXN-728167,TXN-500238,2024-08-23,3723.96,7558494532,Matched
BTXN-871586,TXN-500239,2025-12-10,2714.79,2725840325,Matched
BTXN-724932,TXN-500240,2025-07-13,7048.16,7247342430,Matched
BTXN-850572,TXN-500241,2025-01-11,1903.24,5821842592,Matched
BTXN-773255,TXN-500242,2024-12-01,7716.82,7247342430,Matched
BTXN-847518,TXN-500243,2024-03-27,9385.75,2725840325,Matched
BTXN-743967,TXN-500244,2025-10-15,5933.72,5821842592,Partial
BTXN-800892,TXN-500245,2024-11-11,4643.46,4818728213,Matched
BTXN-717733,TXN-500246,2024-10-23,8314.2,7558494532,Matched
BTXN-711753,TXN-500247,2025-06-11,9777.26,2725840325,Matched
BTXN-829166,TXN-500248,2024-04-12,189.34,7558494532,Matched
BTXN-708030,TXN-500249,2025-08-06,5940.26,7247342430,Matched
BTXN-881578,TXN-500250,2024-12-14,8263.13,7247342430,Matched
BTXN-797156,TXN-500251,2024-12-18,2514.09,5821842592,Matched
BTXN-818172,TXN-500252,2025-10-11,3622.55,4818728213,Matched
BTXN-775743,TXN-500253,2025-07-13,5563.41,7247342430,Matched
BTXN-763963,TXN-500254,2024-09-07,446.08,7558494532,Matched
BTXN-722386,TXN-500255,2024-04-18,7378.67,4818728213,Matched
BTXN-722027,TXN-500256,2025-08-28,4012.18,7558494532,Partial
BTXN-797230,TXN-500257,2025-12-28,9568.44,7247342430,Matched
BTXN-743895,TXN-500258,2024-03-09,5929.33,7558494532,Matched
BTXN-867344,TXN-500259,2025-09-11,5656.49,7558494532,Partial
BTXN-855383,TXN-500260,2024-04-05,2157.9,7247342430,Matched
BTXN-808629,TXN-500261,2024-11-13,2121.09,7558494532,Matched
BTXN-763434,TXN-500262,2024-07-20,9998.71,2725840325,Matched
BTXN-837926,TXN-500263,2024-03-12,9850.12,5821842592,Matched
BTXN-805844,TXN-500264,2025-12-01,3198.91,2725840325,Matched
BTXN-748804,TXN-500265,2025-06-08,5251.18,4818728213,Matched
BTXN-814555,TXN-500266,2024-08-09,256.94,7558494532,Matched
BTXN-828471,TXN-500267,2025-04-20,609.57,5821842592,Matched
BTXN-744989,TXN-500268,2025-01-14,2709.96,7558494532,Matched
BTXN-717418,TXN-500269,2025-10-07,880.39,2725840325,Matched
BTXN-768618,TXN-500270,2024-09-06,7588.22,2725840325,Matched
BTXN-842503,TXN-500271,2025-10-30,7123.63,7558494532,Matched
BTXN-800883,TXN-500272,2025-11-15,5580.1,7558494532,Matched
BTXN-897320,TXN-500273,2025-12-19,7898.15,7247342430,Matched
BTXN-892760,TXN-500274,2025-06-17,9060.33,2725840325,Matched
BTXN-870195,TXN-500275,2024-03-12,6366.3,2725840325,Matched
BTXN-802051,TXN-500277,2025-11-10,6432.27,5821842592,Matched
BTXN-793793,TXN-500279,2025-07-29,3317.01,5821842592,Matched
BTXN-768285,TXN-500280,2025-02-10,6035.0,7247342430,Matched
BTXN-728076,TXN-500281,2025-06-01,9131.84,4818728213,Matched
BTXN-700168,TXN-500282,2024-04-21,8238.6,7558494532,Matched
BTXN-750777,TXN-500283,2024-12-01,9949.02,2725840325,Matched
BTXN-854123,TXN-500284,2025-07-13,1023.87,5821842592,Matched
BTXN-853613,TXN-500285,2024-11-20,3005.37,5821842592,Matched
BTXN-710921,TXN-500286,2025-03-08,6573.28,5821842592,Matched
BTXN-775115,TXN-500287,2024-11-18,3359.18,4818728213,Matched
BTXN-801616,TXN-500288,2025-06-10,8802.32,7247342430,Matched
BTXN-873189,TXN-500290,2024-08-25,2834.66,2725840325,Matched
BTXN-797793,TXN-500291,2025-12-11,155.18,7558494532,Matched
BTXN-734580,TXN-500292,2024-11-12,1362.18,5821842592,Matched
BTXN-888093,TXN-500293,2025-09-10,9079.17,7247342430,Matched
BTXN-824004,TXN-500294,2024-06-14,5595.94,7558494532,Matched
BTXN-862028,TXN-500295,2025-01-14,7000.57,4818728213,Partial
BTXN-758299,TXN-500297,2024-06-07,2977.33,4818728213,Matched
BTXN-737351,TXN-500298,2025-12-28,8832.28,7247342430,Matched
BTXN-711790,TXN-500299,2025-10-10,2399.56,2725840325,Matched
BTXN-789311,TXN-500300,2024-07-15,2769.08,7247342430,Matched
BTXN-714553,TXN-500301,2024-05-25,7891.86,4818728213,Partial
BTXN-701873,TXN-500302,2025-05-24,2021.25,2725840325,Matched
BTXN-813296,TXN-500303,2024-12-08,3503.35,4818728213,Matched
BTXN-801638,TXN-500304,2024-11-24,2641.88,5821842592,Matched
BTXN-768340,TXN-500305,2025-03-12,4409.83,7247342430,Matched
BTXN-822125,TXN-500306,2025-09-28,2029.99,5821842592,Matched
BTXN-818974,TXN-500307,2025-07-01,6261.26,7247342430,Matched
BTXN-745103,TXN-500308,2025-03-30,2330.57,7247342430,Matched
BTXN-829987,TXN-500309,2025-11-02,5570.54,4818728213,Matched
BTXN-865854,TXN-500310,2024-01-17,1082.58,2725840325,Matched
BTXN-875798,TXN-500311,2025-12-26,9890.31,4818728213,Matched
BTXN-813093,TXN-500312,2024-03-16,2489.7,7247342430,Matched
BTXN-803627,TXN-500313,2025-06-28,1052.85,2725840325,Matched
BTXN-747015,TXN-500314,2024-06-11,2299.11,7247342430,Matched
BTXN-705221,TXN-500315,2025-07-02,9455.29,5821842592,Matched
BTXN-805224,TXN-500316,2024-01-12,1495.35,4818728213,Matched
BTXN-788321,TXN-500317,2025-06-02,8240.21,2725840325,Matched
BTXN-781351,TXN-500318,2024-12-01,1643.87,7247342430,Matched
BTXN-715448,TXN-500319,2024-11-25,4504.38,2725840325,Matched
BTXN-722725,TXN-500320,2025-05-04,7334.96,7247342430,Matched
BTXN-846148,TXN-500321,2025-04-20,4266.02,4818728213,Matched
BTXN-854185,TXN-500322,2025-03-27,2393.05,7558494532,Matched
BTXN-869956,TXN-500323,2025-08-06,4568.64,7558494532,Matched
BTXN-895241,TXN-500324,2025-01-07,4563.14,7247342430,Matched
BTXN-710140,TXN-500325,2025-07-06,5743.48,4818728213,Matched
BTXN-808758,TXN-500326,2024-10-25,6994.42,7247342430,Matched
BTXN-826571,TXN-500327,2024-05-11,2732.48,7247342430,Matched
BTXN-802760,TXN-500328,2024-02-12,987.0,5821842592,Matched
BTXN-750980,TXN-500329,2025-05-11,3064.78,2725840325,Matched
BTXN-754874,TXN-500330,2025-01-01,6801.75,4818728213,Matched
BTXN-711072,TXN-500331,2025-11-04,5380.58,5821842592,Matched
BTXN-850433,TXN-500332,2025-04-09,3556.39,7247342430,Matched
BTXN-759784,TXN-500333,2024-01-21,4979.05,7247342430,Matched
BTXN-747810,TXN-500334,2025-10-16,9958.72,7247342430,Matched
BTXN-848734,TXN-500336,2024-10-29,2692.04,7247342430,Matched
BTXN-724883,TXN-500337,2024-11-17,4718.79,4818728213,Matched
BTXN-888378,TXN-500338,2025-08-30,9219.75,7247342430,Matched
BTXN-838908,TXN-500339,2025-10-14,1230.89,7558494532,Matched
BTXN-806594,TXN-500340,2024-09-20,9215.21,2725840325,Matched
BTXN-863122,TXN-500341,2024-05-09,3731.68,5821842592,Matched
BTXN-840385,TXN-500342,2025-02-22,5207.25,4818728213,Matched
BTXN-812168,TXN-500343,2024-04-26,9042.57,7558494532,Matched
BTXN-729890,TXN-500344,2025-06-29,5936.63,5821842592,Matched
BTXN-754835,TXN-500345,2024-02-02,5804.71,7558494532,Matched
BTXN-796062,TXN-500346,2025-06-30,2666.07,2725840325,Matched
BTXN-744044,TXN-500347,2024-12-15,970.96,7558494532,Matched
BTXN-836042,TXN-500348,2025-05-22,3993.86,7247342430,Matched
BTXN-751172,TXN-500351,2025-11-17,2885.94,7247342430,Matched
BTXN-733329,TXN-500352,2024-11-08,5489.61,7558494532,Matched
BTXN-808272,TXN-500353,2025-08-03,7493.71,5821842592,Matched
BTXN-840665,TXN-500354,2025-10-07,9582.04,5821842592,Matched
BTXN-851975,TXN-500355,2025-01-26,2613.02,5821842592,Matched
BTXN-748021,TXN-500356,2024-10-07,6790.49,2725840325,Matched
BTXN-864670,TXN-500357,2025-09-17,6107.18,4818728213,Matched
BTXN-825359,TXN-500358,2024-07-05,6891.29,7247342430,Matched
BTXN-700918,TXN-500359,2025-07-08,1707.59,5821842592,Matched
BTXN-897434,TXN-500360,2025-09-18,4399.98,7558494532,Matched
BTXN-870164,TXN-500361,2024-12-02,3167.8,7247342430,Matched
BTXN-833479,TXN-500362,2024-09-16,6650.43,4818728213,Partial
BTXN-703400,TXN-500364,2024-04-23,2212.27,7247342430,Partial
BTXN-774694,TXN-500365,2025-06-28,431.81,7247342430,Matched
BTXN-899469,TXN-500366,2024-06-04,4926.63,2725840325,Matched
BTXN-897114,TXN-500367,2024-01-31,9563.53,7247342430,Matched
BTXN-813105,TXN-500368,2025-09-28,5847.4,5821842592,Matched
BTXN-895671,TXN-500369,2024-09-25,2810.95,7247342430,Matched
BTXN-741307,TXN-500370,2025-12-13,4914.89,4818728213,Matched
BTXN-830451,TXN-500372,2025-10-29,3597.95,7247342430,Matched
BTXN-827346,TXN-500373,2025-04-05,8121.79,7247342430,Matched
BTXN-778231,TXN-500374,2024-10-24,5175.78,7247342430,Matched
BTXN-786402,TXN-500375,2025-09-05,6600.43,2725840325,Matched
BTXN-806834,TXN-500376,2025-10-08,1791.25,7558494532,Partial
BTXN-791364,TXN-500377,2024-11-26,4367.98,7247342430,Matched
BTXN-786473,TXN-500378,2024-02-29,4213.53,7558494532,Matched
BTXN-803827,TXN-500379,2025-02-22,8578.73,4818728213,Matched
BTXN-845835,TXN-500380,2025-03-04,1670.2,4818728213,Matched
BTXN-880284,TXN-500381,2025-06-09,3937.76,7247342430,Matched
BTXN-734947,TXN-500382,2024-01-25,5532.33,7247342430,Matched
BTXN-843888,TXN-500383,2025-10-22,7519.13,2725840325,Matched
BTXN-870240,TXN-500384,2025-01-25,7226.34,5821842592,Matched
BTXN-789228,TXN-500385,2025-10-25,405.71,7247342430,Matched
BTXN-760515,TXN-500386,2025-10-07,7962.58,2725840325,Matched
BTXN-834397,TXN-500387,2024-12-04,5615.4,7247342430,Matched
BTXN-784390,TXN-500388,2024-02-28,3241.01,2725840325,Matched
BTXN-777790,TXN-500389,2025-02-16,7176.51,7558494532,Matched
BTXN-874975,TXN-500390,2024-03-26,1582.96,7247342430,Partial
BTXN-810136,TXN-500391,2024-08-17,764.74,2725840325,Matched
BTXN-837830,TXN-500392,2025-10-21,9506.01,7558494532,Matched
BTXN-743384,TXN-500393,2024-01-18,9476.45,7558494532,Matched
BTXN-713127,TXN-500394,2024-08-25,526.59,2725840325,Matched
BTXN-727829,TXN-500395,2025-01-27,8902.7,2725840325,Matched
BTXN-884264,TXN-500396,2024-10-01,6072.31,7558494532,Matched
BTXN-760093,TXN-500398,2024-03-18,4465.73,7247342430,Matched
BTXN-706955,TXN-500399,2024-04-18,810.44,5821842592,Matched
BTXN-737071,TXN-500400,2024-05-13,2670.06,2725840325,Matched
BTXN-860918,TXN-500401,2024-12-06,9637.59,7247342430,Partial
BTXN-813894,TXN-500402,2025-02-15,6913.37,7558494532,Matched
BTXN-896022,TXN-500403,2025-03-07,7890.16,7247342430,Matched
