Bank_Transaction_ID,Transaction_Ref,Date,Bank_Amount,Bank_Account,Reconciliation_Status
BTXN-800060,TXN-500060,2024-03-16 11:00:00,1687.68,4532658461,Matched
BTXN-800062,TXN-500062,2024-12-11 17:00:00,2220.63,1895646192,Matched
BTXN-800063,TXN-500063,2024-08-06 13:00:00,2650.05,2981426336,Matched
BTXN-800064,TXN-500064,2024-04-12 14:00:00,11282.34,2981426336,Partial
BTXN-800065,TXN-500065,2025-01-14 13:00:00,14493.49,3154890776,Matched
BTXN-800066,TXN-500066,2023-05-27 16:00:00,12868.49,2981426336,Matched
BTXN-800067,TXN-500067,2024-03-23 15:00:00,1977.7,3834846826,Matched
BTXN-800068,TXN-500068,2024-11-04 10:00:00,2549.6,3965458084,Matched
BTXN-800069,TXN-500069,2023-07-15 10:00:00,648.05,5559681068,Matched
BTXN-800070,TXN-500070,2024-10-21 17:00:00,2514.16,3834846826,Matched
BTXN-800071,TXN-500071,2024-09-14 14:00:00,4660.49,3965458084,Matched
BTXN-800073,TXN-500073,2025-01-27 15:00:00,1157.9,9988776655,Matched
BTXN-800074,TXN-500074,2024-08-07 16:00:00,3092.77,2533403651,Matched
BTXN-800076,TXN-500076,2023-04-22 17:00:00,4707.2,2981426336,Matched
BTXN-800077,TXN-500077,2024-02-03 17:00:00,935533.16,3154890776,Matched
BTXN-800078,TXN-500078,2024-02-06 12:00:00,10130.07,2533403651,Matched
BTXN-800079,TXN-500079,2024-10-21 16:00:00,2028.77,3154890776,Matched
BTXN-800080,TXN-500080,2023-07-07 14:00:00,2337.64,3965458084,Matched
BTXN-800081,TXN-500081,2025-03-10 14:00:00,675.39,2981426336,Matched
BTXN-800082,TXN-500082,2024-12-12 10:00:00,5312.18,2533403651,Matched
BTXN-800083,TXN-500083,2023-07-10 13:00:00,2355.75,5559681068,Matched
BTXN-800085,TXN-500085,2025-03-06 14:00:00,5858.83,3834846826,Matched
BTXN-800086,TXN-500086,2024-01-11 16:00:00,4340.58,4532658461,Matched
BTXN-800087,TXN-500087,2024-04-30 10:00:00,803.08,1714025507,Matched
BTXN-800089,TXN-500089,2024-05-01 13:00:00,85.2,8755262201,Matched
BTXN-800090,TXN-500090,2024-04-08 15:00:00,3298.02,8755262201,Matched
BTXN-800091,TXN-500091,2023-06-19 14:00:00,4220.25,3965458084,Matched
BTXN-800092,TXN-500092,2023-01-25 13:00:00,3071.57,1895646192,Matched
BTXN-800093,TXN-500093,2024-02-03 17:00:00,2378.6,3834846826,Matched
BTXN-800094,TXN-500094,2024-10-05 17:00:00,7579.24,3965458084,Matched
BTXN-800095,TXN-500095,2024-05-13 13:00:00,2202.34,3965458084,Matched
BTXN-800096,TXN-500096,2024-03-09 13:00:00,5328.28,2533403651,Matched
BTXN-800097,TXN-500097,2024-08-01 12:00:00,9854.32,1714025507,Partial
BTXN-800098,TXN-500098,2024-04-23 12:00:00,12923.3,2533403651,Matched
BTXN-800099,TXN-500099,2025-03-04 16:00:00,1831.64,4532658461,Matched
BTXN-800100,TXN-500100,2024-05-14 15:00:00,3536.28,8755262201,Matched
BTXN-800101,TXN-500101,2024-06-17 10:00:00,3745.65,1714025507,Matched
BTXN-800102,TXN-500102,2023-10-02 15:00:00,2275.81,2533403651,Matched
BTXN-800103,TXN-500103,2023-11-09 11:00:00,2525.01,3965458084,Matched
BTXN-800104,TXN-500104,2023-12-16 10:00:00,3011.29,3965458084,Matched
BTXN-800105,TXN-500105,2023-11-16 17:00:00,4891.63,2533403651,Matched
BTXN-800106,TXN-500106,2024-10-03 17:00:00,1493.13,3965458084,Matched
BTXN-800108,TXN-500108,2024-12-20 10:00:00,3343.33,1895646192,Matched
BTXN-800109,TXN-500109,2023-12-17 14:00:00,1084.91,4532658461,Matched
BTXN-800110,TXN-500110,2023-05-31 16:00:00,21623.05,9988776655,Matched
BTXN-800111,TXN-500111,2023-04-21 17:00:00,5423.48,2981426336,Matched
BTXN-800113,TXN-500113,2023-09-17 11:00:00,1058.21,3965458084,Matched
BTXN-800114,TXN-500114,2024-06-30 13:00:00,28300.94,8755262201,Partial
BTXN-800115,TXN-500115,2024-01-05 09:00:00,3992.68,3154890776,Partial
BTXN-800117,TXN-500117,2023-09-17 11:00:00,1236.55,3834846826,Matched
BTXN-800118,TXN-500118,2024-07-05 15:00:00,1023.62,5559681068,Matched
BTXN-800120,TXN-500120,2023-09-18 09:00:00,4050.86,3834846826,Matched
BTXN-800121,TXN-500121,2023-12-11 15:00:00,5523.5,2981426336,Matched
BTXN-800122,TXN-500122,2023-12-22 14:00:00,2487.02,8755262201,Partial
BTXN-800123,TXN-500123,2023-11-09 10:00:00,6682.35,8755262201,Partial
BTXN-800124,TXN-500124,2025-02-06 09:00:00,4943.95,1895646192,Matched
BTXN-800125,TXN-500125,2024-05-05 15:00:00,2192.65,3154890776,Matched
BTXN-800126,TXN-500126,2023-07-30 10:00:00,2147.39,3965458084,Matched
BTXN-800127,TXN-500127,2024-03-23 16:00:00,17752.47,4532658461,Matched
BTXN-800128,TXN-500128,2023-11-16 09:00:00,560.88,8755262201,Matched
BTXN-800129,TXN-500129,2023-06-03 09:00:00,3725.94,1895646192,Matched
BTXN-800130,TXN-500130,2023-10-25 15:00:00,9816.83,5559681068,Matched
BTXN-800131,TXN-500131,2023-10-30 09:00:00,2517.04,3965458084,Matched
BTXN-800132,TXN-500132,2024-05-19 11:00:00,703.31,3154890776,Matched
BTXN-800133,TXN-500133,2024-08-18 14:00:00,5916.63,1714025507,Matched
BTXN-800134,TXN-500134,2024-03-10 17:00:00,2686.34,4532658461,Matched
BTXN-800135,TXN-500135,2024-11-10 11:00:00,5137.12,5559681068,Matched
BTXN-800136,TXN-500136,2024-02-13 10:00:00,2506.43,4532658461,Matched
BTXN-800138,TXN-500138,2023-08-20 15:00:00,ERROR_VAL,3834846826,Matched
BTXN-800139,TXN-500139,2024-02-26 10:00:00,1010.32,3965458084,Matched
BTXN-800140,TXN-500140,2023-09-08 16:00:00,2501.25,4532658461,Partial
BTXN-800141,TXN-500141,2023-12-06 14:00:00,14671.9,5559681068,Matched
BTXN-800142,TXN-500142,2024-06-08 14:00:00,3295.94,1714025507,Partial
BTXN-800143,TXN-500143,2025-03-01 15:00:00,1492.25,3834846826,Matched
BTXN-800144,TXN-500144,2023-06-22 09:00:00,9871.85,2533403651,Matched
BTXN-800145,TXN-500145,2024-06-10 17:00:00,702.09,3834846826,Matched
BTXN-800146,TXN-500146,2023-12-29 13:00:00,1470.18,2533403651,Matched
BTXN-800147,TXN-500147,2023-08-23 10:00:00,2635.76,1714025507,Matched
BTXN-800148,TXN-500148,2023-02-06 11:00:00,6664.32,3154890776,Matched
BTXN-800149,TXN-500149,2024-04-04 09:00:00,4550.61,3965458084,Matched
BTXN-800150,TXN-500150,2024-02-17 11:00:00,3668.89,8755262201,Matched
BTXN-800151,TXN-500151,2023-04-28 16:00:00,5069.33,2981426336,Matched
BTXN-800153,TXN-500153,2023-01-17 16:00:00,5155.89,3834846826,Matched
BTXN-800154,TXN-500154,2025-01-07 10:00:00,2610.76,4532658461,Matched
BTXN-800155,TXN-500155,2025-01-09 11:00:00,2102.39,5559681068,Matched
BTXN-800156,TXN-500156,2023-05-12 10:00:00,8596.4,3965458084,Matched
BTXN-800157,TXN-500157,2024-04-30 11:00:00,ERROR_VAL,4532658461,Matched
BTXN-800158,TXN-500158,2024-12-22 13:00:00,74.43,1714025507,Partial
BTXN-800161,TXN-500161,2024-03-09 09:00:00,2215.53,8755262201,Matched
BTXN-800162,TXN-500162,2023-07-20 16:00:00,4765.55,3834846826,Matched
BTXN-800164,TXN-500164,2024-10-07 09:00:00,582.39,2533403651,Matched
BTXN-800166,TXN-500166,2023-07-31 11:00:00,2772.91,4532658461,Matched
BTXN-800167,TXN-500167,2023-12-20 14:00:00,4484.66,2981426336,Matched
BTXN-800169,TXN-500169,2024-07-14 13:00:00,3789.63,3834846826,Partial
BTXN-800170,TXN-500170,2025-01-31 13:00:00,9609.81,2981426336,Matched
BTXN-800171,TXN-500171,2024-12-20 13:00:00,3190.06,5559681068,Matched
BTXN-800172,TXN-500172,2024-09-15 16:00:00,5465.52,3154890776,Matched
BTXN-800173,TXN-500173,2024-09-26 09:00:00,1852.11,4532658461,Matched
BTXN-800174,TXN-500174,2024-09-23 15:00:00,10326.49,4532658461,Partial
BTXN-800175,TXN-500175,2024-07-06 09:00:00,318.1,1895646192,Matched
BTXN-800176,TXN-500176,2023-03-17 16:00:00,912.78,1714025507,Matched
BTXN-800177,TXN-500177,2023-12-04 10:00:00,2488.14,2981426336,Partial
BTXN-800178,TXN-500178,2024-12-09 13:00:00,10800.92,3154890776,Matched
BTXN-800179,TXN-500179,2025-03-04 15:00:00,11521.14,8755262201,Matched
BTXN-800180,TXN-500180,2024-12-15 09:00:00,3175.17,3834846826,Matched
BTXN-800181,TXN-500181,2024-12-08 14:00:00,2690.56,4532658461,Matched
BTXN-800182,TXN-500182,2024-08-15 15:00:00,15430.33,3154890776,Matched
BTXN-800184,TXN-500184,2023-12-12 11:00:00,2102.0,1895646192,Matched
BTXN-800185,TXN-500185,2023-10-15 16:00:00,704.86,1714025507,Matched
BTXN-800186,TXN-500186,2023-05-10 13:00:00,5360.48,2981426336,Matched
BTXN-800187,TXN-500187,2023-04-09 09:00:00,5574.35,3834846826,Matched
BTXN-800189,TXN-500189,2023-01-30 13:00:00,3736.53,2533403651,Matched
BTXN-800190,TXN-500190,2023-04-28 15:00:00,12601.27,2981426336,Matched
BTXN-800191,TXN-500191,2025-02-14 14:00:00,10474.84,1714025507,Matched
BTXN-800192,TXN-500192,2025-01-16 16:00:00,5216.74,4532658461,Matched
BTXN-800193,TXN-500193,2023-12-29 09:00:00,6008.41,5559681068,Matched
BTXN-800194,TXN-500194,2023-11-02 15:00:00,1317.53,9988776655,Matched
BTXN-800195,TXN-500195,2023-11-06 09:00:00,1280.79,3965458084,Matched
BTXN-800196,TXN-500196,2023-06-28 17:00:00,3057.82,3965458084,Matched
BTXN-800197,TXN-500197,2025-01-22 12:00:00,6542.55,1895646192,Matched
BTXN-800198,TXN-500198,2024-02-18 09:00:00,2223.81,1714025507,Matched
BTXN-800199,TXN-500199,2024-11-17 10:00:00,12649.11,4532658461,Matched
BTXN-800201,TXN-500201,2024-01-06 14:00:00,3845.48,1895646192,Matched
BTXN-800202,TXN-500202,2023-03-03 10:00:00,87.75,1895646192,Matched
BTXN-800203,TXN-500203,2023-11-01 09:00:00,3606.48,2981426336,Matched
BTXN-800204,TXN-500204,2023-12-14 16:00:00,4488.54,3154890776,Matched
BTXN-800205,TXN-500205,2023-04-03 15:00:00,100.0,3154890776,Partial
BTXN-800206,TXN-500206,2023-10-12 11:00:00,692.2,5559681068,Matched
BTXN-800207,TXN-500207,2024-11-22 11:00:00,1310.92,3154890776,Matched
BTXN-800208,TXN-500208,2023-04-08 17:00:00,4602.52,8755262201,Matched
BTXN-800210,TXN-500210,2023-01-06 13:00:00,1061.38,4532658461,Matched
BTXN-800211,TXN-500211,2024-05-25 12:00:00,3855.31,1895646192,Matched
BTXN-800212,TXN-500212,2023-08-16 16:00:00,5586.4,3154890776,Matched
BTXN-800214,TXN-500214,2024-01-18 12:00:00,25041.35,5559681068,Matched
BTXN-800215,TXN-500215,2024-03-10 17:00:00,524.16,3965458084,Matched
BTXN-800216,TXN-500216,2024-12-20 16:00:00,6389.39,3965458084,Partial
BTXN-800217,TXN-500217,2023-09-25 15:00:00,923.77,2981426336,Matched
BTXN-800218,TXN-500218,2024-02-08 12:00:00,1998.35,9988776655,Matched
BTXN-800219,TXN-500219,2024-09-30 13:00:00,6523.97,1895646192,Matched
BTXN-800220,TXN-500220,2024-11-14 12:00:00,7200.45,5559681068,Matched
BTXN-800221,TXN-500221,2023-09-15 16:00:00,10808.36,1895646192,Matched
BTXN-800222,TXN-500222,2023-12-23 13:00:00,16420.79,8755262201,Matched
BTXN-800223,TXN-500223,2023-10-21 10:00:00,318.9,3965458084,Matched
BTXN-800224,TXN-500224,2023-11-05 12:00:00,4271.06,5559681068,Matched
BTXN-800225,TXN-500225,2024-01-03 10:00:00,2307.14,1714025507,Matched
BTXN-800228,TXN-500228,2023-01-22 14:00:00,8076.36,5559681068,Matched
BTXN-800229,TXN-500229,2024-05-06 17:00:00,2447.46,3834846826,Matched
BTXN-800230,TXN-500230,2023-06-08 15:00:00,5041.13,1895646192,Matched
BTXN-800231,TXN-500231,2024-09-14 15:00:00,8341.59,3154890776,Partial
BTXN-800232,TXN-500232,2024-01-28 09:00:00,2065.09,3965458084,Matched
BTXN-800234,TXN-500234,2023-09-30 15:00:00,18344.57,9988776655,Matched
BTXN-800235,TXN-500235,2024-11-04 10:00:00,9619.6,2981426336,Matched
BTXN-800236,TXN-500236,2023-10-16 11:00:00,2180.1,2981426336,Matched
BTXN-800238,TXN-500238,2023-12-02 17:00:00,838759.65,4532658461,Matched
BTXN-800240,TXN-500240,2024-01-13 14:00:00,590866.3,3965458084,Matched
BTXN-800241,TXN-500241,2023-11-05 09:00:00,1455.45,8755262201,Matched
BTXN-800242,TXN-500242,2023-10-15 12:00:00,422.21,1714025507,Partial
BTXN-800243,TXN-500243,2023-07-12 13:00:00,7772.66,1714025507,Partial
BTXN-800244,TXN-500244,2023-07-31 09:00:00,861.68,4532658461,Matched
BTXN-800245,TXN-500245,2025-02-25 14:00:00,9720.15,1895646192,Matched
BTXN-800246,TXN-500246,2024-07-23 15:00:00,400.56,2981426336,Matched
BTXN-800247,TXN-500247,2024-09-17 12:00:00,840.57,3834846826,Matched
BTXN-800248,TXN-500248,2024-01-08 11:00:00,2005.42,4532658461,Matched
BTXN-800249,TXN-500249,2024-01-08 16:00:00,1496.84,1714025507,Matched
BTXN-800250,TXN-500250,2023-04-03 16:00:00,2113.47,3154890776,Matched
BTXN-800251,TXN-500251,2023-03-15 15:00:00,3455.35,3965458084,Matched
BTXN-800252,TXN-500252,2024-09-05 11:00:00,1214.49,3154890776,Matched
BTXN-800253,TXN-500253,2025-02-12 09:00:00,81.91,1895646192,Matched
BTXN-800255,TXN-500255,2024-09-29 17:00:00,8436.6,3154890776,Partial
BTXN-800256,TXN-500256,2023-05-11 09:00:00,10661.09,2533403651,Matched
BTXN-800258,TXN-500258,2023-04-09 15:00:00,3143.33,3154890776,Matched
BTXN-800259,TXN-500259,2024-04-29 09:00:00,25427.8,4532658461,Matched
BTXN-800260,TXN-500260,2023-12-06 13:00:00,323.05,4532658461,Matched
BTXN-800261,TXN-500261,2024-10-06 12:00:00,4257.2,1714025507,Matched
BTXN-800262,TXN-500262,2023-06-08 14:00:00,5454.02,3834846826,Matched
BTXN-800263,TXN-500263,2024-09-22 11:00:00,4400.41,3834846826,Matched
BTXN-800264,TXN-500264,2024-09-28 12:00:00,807.33,1714025507,Matched
BTXN-800265,TXN-500265,2024-07-18 10:00:00,3811.36,2533403651,Matched
BTXN-800266,TXN-500266,2024-03-04 15:00:00,13990.17,1895646192,Matched
BTXN-800267,TXN-500267,2024-12-28 14:00:00,3515.84,1714025507,Matched
BTXN-800268,TXN-500268,2024-04-27 15:00:00,1371.4,3834846826,Matched
BTXN-800270,TXN-500270,2023-02-22 11:00:00,5034.48,9988776655,Matched
BTXN-800271,TXN-500271,2023-08-28 16:00:00,6643.98,2533403651,Matched
BTXN-800272,TXN-500272,2023-01-02 12:00:00,5322.24,2533403651,Matched
BTXN-800274,TXN-500274,2024-06-27 17:00:00,8801.03,4532658461,Matched
BTXN-800275,TXN-500275,2024-05-22 16:00:00,16971.24,4532658461,Partial
BTXN-800278,TXN-500278,2023-03-26 16:00:00,3504.73,3154890776,Matched
BTXN-800279,TXN-500279,2023-09-06 09:00:00,2044.55,8755262201,Matched
BTXN-800280,TXN-500280,2024-11-12 17:00:00,1145.38,5559681068,Matched
BTXN-800281,TXN-500281,2023-12-16 14:00:00,6632.7,4532658461,Matched
BTXN-800282,TXN-500282,2023-07-22 16:00:00,6776.27,3834846826,Matched
BTXN-800284,TXN-500284,2025-01-06 12:00:00,1217.07,5559681068,Matched
BTXN-800285,TXN-500285,2024-05-30 15:00:00,7792.8,3154890776,Matched
BTXN-800286,TXN-500286,2023-06-09 17:00:00,1486.38,8755262201,Matched
BTXN-800287,TXN-500287,2023-01-28 11:00:00,2831.29,1895646192,Matched
BTXN-800289,TXN-500289,2024-01-22 11:00:00,14654.79,3834846826,Matched
BTXN-800290,TXN-500290,2024-06-25 11:00:00,1151.72,4532658461,Matched
BTXN-800291,TXN-500291,2024-10-29 17:00:00,3743.06,1714025507,Matched
BTXN-800292,TXN-500292,2023-03-19 16:00:00,3959.38,2533403651,Matched
BTXN-800294,TXN-500294,2023-12-27 14:00:00,1707.07,5559681068,Matched
BTXN-800295,TXN-500295,2024-04-26 15:00:00,2238.87,3834846826,Matched
BTXN-800296,TXN-500296,2023-06-24 17:00:00,877.52,2981426336,Matched
BTXN-800298,TXN-500298,2024-08-15 17:00:00,4690.56,2533403651,Matched
BTXN-800299,TXN-500299,2024-13-45,5540.82,3154890776,Matched
BTXN-800302,TXN-500302,2025-02-09 14:00:00,807.99,8755262201,Matched
BTXN-800303,TXN-500303,2023-09-21 15:00:00,3546.02,2981426336,Matched
BTXN-800304,TXN-500304,2023-01-03 14:00:00,3263.52,5559681068,Partial
BTXN-800305,TXN-500305,2024-05-29 12:00:00,6749.96,3834846826,Matched
BTXN-800306,TXN-500306,2024-08-04 16:00:00,9544.95,1714025507,Matched
BTXN-800307,TXN-500307,2024-11-23 15:00:00,1030.56,1895646192,Partial
BTXN-800309,TXN-500309,2024-11-27 16:00:00,2240.03,3965458084,Partial
BTXN-800311,TXN-500311,2023-11-16 14:00:00,1514.66,8755262201,Partial
BTXN-800312,TXN-500312,2025-02-03 16:00:00,592704.29,3965458084,Matched
BTXN-800313,TXN-500313,2024-12-30 17:00:00,ERROR_VAL,1714025507,Matched
BTXN-800314,TXN-500314,2024-09-16 17:00:00,1308811.62,2533403651,Matched
BTXN-800315,TXN-500315,2024-07-23 16:00:00,5730.91,3154890776,Matched
BTXN-800316,TXN-500316,2024-10-11 09:00:00,8325.81,3965458084,Matched
BTXN-800317,TXN-500317,2023-10-24 17:00:00,11811.76,5559681068,Matched
BTXN-800318,TXN-500318,2024-07-22 13:00:00,3468.63,5559681068,Matched
BTXN-800319,TXN-500319,2023-03-19 17:00:00,9884.06,2981426336,Matched
BTXN-800320,TXN-500320,2023-04-18 09:00:00,2843.27,8755262201,Matched
BTXN-800321,TXN-500321,2023-12-13 12:00:00,4046.85,4532658461,Matched
BTXN-800322,TXN-500322,2024-11-06 14:00:00,3322.68,3834846826,Matched
BTXN-800323,TXN-500323,2023-01-27 09:00:00,4364.86,3965458084,Matched
BTXN-800324,TXN-500324,2023-05-12 11:00:00,6771.25,1714025507,Matched
BTXN-800325,TXN-500325,2023-12-16 16:00:00,33349.9,2533403651,Matched
BTXN-800326,TXN-500326,2024-04-07 10:00:00,962.35,4532658461,Matched
BTXN-800327,TXN-500327,2024-07-20 09:00:00,2973.22,3965458084,Matched
BTXN-800328,TXN-500328,2024-03-11 15:00:00,6205.2,2533403651,Matched
BTXN-800329,TXN-500329,2023-02-11 17:00:00,805.88,1895646192,Matched
BTXN-800330,TXN-500330,2023-11-20 14:00:00,6682.16,1714025507,Matched
BTXN-800331,TXN-500331,2023-03-18 14:00:00,2105.88,3154890776,Matched
BTXN-800332,TXN-500332,2023-03-09 10:00:00,1716.39,2533403651,Matched
BTXN-800333,TXN-500333,2023-09-28 11:00:00,1401.17,1895646192,Matched
BTXN-800334,TXN-500334,2024-06-10 12:00:00,3979.31,4532658461,Matched
BTXN-800335,TXN-500335,2024-11-30 17:00:00,567.47,2533403651,Matched
BTXN-800336,TXN-500336,2024-01-28 12:00:00,5109.63,3834846826,Matched
BTXN-800337,TXN-500337,2023-02-27 12:00:00,20795.76,3834846826,Matched
BTXN-800339,TXN-500339,2024-06-20 15:00:00,2485.36,1714025507,Matched
BTXN-800340,TXN-500340,2023-05-11 10:00:00,16048.73,3834846826,Matched
BTXN-800341,TXN-500341,2024-07-08 09:00:00,815.31,2533403651,Partial
BTXN-800342,TXN-500342,2023-07-14 15:00:00,1996.09,8755262201,Matched
BTXN-800343,TXN-500343,2025-02-06 13:00:00,4352.83,4532658461,Matched
BTXN-800344,TXN-500344,2025-01-10 13:00:00,8798.34,8755262201,Matched
BTXN-800345,TXN-500345,2024-02-10 14:00:00,1022.36,1714025507,Partial
BTXN-800346,TXN-500346,2024-04-30 10:00:00,606.19,3154890776,Matched
BTXN-800347,TXN-500347,2025-01-23 09:00:00,197.95,2981426336,Partial
BTXN-800348,TXN-500348,2023-02-21 13:00:00,959.61,3834846826,Matched
BTXN-800349,TXN-500349,2024-08-15 10:00:00,9546.35,1714025507,Matched
BTXN-800350,TXN-500350,2023-05-16 12:00:00,78.65,3965458084,Matched
BTXN-800351,TXN-500351,2024-12-17 09:00:00,3303.28,3154890776,Partial
BTXN-800352,TXN-500352,2025-03-09 15:00:00,72147.79,3154890776,Matched
BTXN-800353,TXN-500353,2024-10-10 10:00:00,2337.72,1714025507,Matched
BTXN-800355,TXN-500355,2024-04-29 10:00:00,1197.5,3965458084,Matched
BTXN-800356,TXN-500356,2023-05-31 17:00:00,3086.64,1714025507,Matched
BTXN-800357,TXN-500357,2023-01-19 16:00:00,2177.44,2981426336,Matched
BTXN-800358,TXN-500358,2024-13-45,14255.06,2981426336,Matched
BTXN-800359,TXN-500359,2023-09-25 10:00:00,512.29,3154890776,Matched
BTXN-800361,TXN-500361,2024-11-09 12:00:00,70.15,3154890776,Matched
BTXN-800362,TXN-500362,2025-01-05 10:00:00,2758.89,8755262201,Matched
BTXN-800363,TXN-500363,2024-11-25 10:00:00,ERROR_VAL,1895646192,Matched
BTXN-800364,TXN-500364,2023-01-03 09:00:00,4346.99,4532658461,Matched
BTXN-800365,TXN-500365,2024-10-10 17:00:00,17591.14,3154890776,Matched
BTXN-800366,TXN-500366,2024-01-05 13:00:00,2373.7,3965458084,Partial
BTXN-800368,TXN-500368,2023-03-26 11:00:00,2193.33,1714025507,Matched
BTXN-800369,TXN-500369,2024-12-26 13:00:00,1190.07,3965458084,Matched
BTXN-800370,TXN-500370,2023-01-06 13:00:00,13679.02,4532658461,Matched
BTXN-800372,TXN-500372,2024-01-26 16:00:00,1543.64,4532658461,Matched
BTXN-800373,TXN-500373,2025-03-07 10:00:00,3649.01,9988776655,Matched
BTXN-800374,TXN-500374,2023-05-16 13:00:00,354.0,3965458084,Matched
BTXN-800375,TXN-500375,2024-10-19 09:00:00,1899.91,2981426336,Partial
BTXN-800377,TXN-500377,2024-08-10 17:00:00,1345.13,4532658461,Matched
BTXN-800378,TXN-500378,2024-11-24 10:00:00,2559.3,4532658461,Matched
BTXN-800379,TXN-500379,2023-10-01 16:00:00,6712.98,2533403651,Matched
