Invoice_ID,Transaction_Ref,Date,Vendor_Name,Vendor_ID,Amount,Approver_ID,Department,Category,Payment_Method,Vendor_Bank_Account,Status
INV-100020,TXN-500020,2023-07-21 17:00:00,Slack Technologies,VEND-101,5271.75,EMP_028,Legal,Office Supplies,Card,2533403651,Rejected
INV-100021,TXN-500021,2025-01-15 12:00:00,WeWork,VEND-109,2594.76,EMP_034,Sales,Marketing,Bank Transfer,5559681068,Pending
INV-100022,TXN-500022,2023-11-01 17:00:00,Adobe Systems,VEND-104,678.98,EMP_040,Legal,Software,Bank Transfer,3154890776,Rejected
INV-100023,TXN-500023,2024-02-05 14:00:00,Microsoft Corp,VEND-103,3876.65,EMP_025,HR,Marketing,Card,3834846826,Pending
INV-100024,TXN-500024,2024-01-03 15:00:00,Zoom Video,VEND-106,4948.26,EMP_015,Legal,Marketing,Bank Transfer,1714025507,Approved
INV-100025,TXN-500025,2023-08-09 17:00:00,Microsoft Corp,VEND-103,3300.06,EMP_034,HR,Software,Card,3834846826,Approved
INV-100026,TXN-500026,2025-01-09 15:00:00,Microsoft Corp,VEND-103,6826.6,EMP_012,IT,Marketing,Card,3834846826,Approved
INV-100027,TXN-500027,2024-07-05 14:00:00,ABC Pvt Ltd,VEND-102,8409.53,EMP_006,Legal,Consulting,Card,8755262201,Approved
INV-100028,TXN-500028,2024-11-06 12:00:00,Stripe Inc,VEND-105,516.56,EMP_022,IT,Software,Bank Transfer,4532658461,Approved
INV-100029,TXN-500029,2023-10-11 11:00:00,Stripe Inc,VEND-105,2583.22,EMP_030,HR,Marketing,Bank Transfer,4532658461,Approved
INV-100030,TXN-500030,2024-07-21 09:00:00,Stripe Inc,VEND-105,1303.79,EMP_013,IT,Consulting,UPI,4532658461,Pending
INV-100031,TXN-500031,2024-07-12 12:00:00,Blue Dart,VEND-108,15944.06,EMP_020,IT,Consulting,Bank Transfer,3965458084,Approved
INV-100032,TXN-500032,2024-02-05 10:00:00,WeWork,VEND-109,1786.47,EMP_045,IT,Software,Card,5559681068,Rejected
INV-100033,TXN-500033,2024-03-18 15:00:00,ABC Pvt Ltd,VEND-102,4233.75,EMP_029,IT,Office Supplies,Card,8755262201,Pending
INV-100034,TXN-500034,2024-04-27 09:00:00,Oracle India,VEND-107,2798.41,EMP_033,Legal,Office Supplies,Bank Transfer,2981426336,Pending
INV-100035,TXN-500035,2023-09-04 11:00:00,Microsoft Corp,VEND-103,1058.92,EMP_022,Sales,Travel,Bank Transfer,3834846826,Pending
INV-100036,TXN-500036,2024-11-02 09:00:00,WeWork,VEND-109,18284.93,EMP_045,IT,Travel,UPI,5559681068,Approved
INV-100037,TXN-500037,2023-02-12 17:00:00,Zoom Video,VEND-106,970.84,EMP_036,IT,Software,UPI,1714025507,Rejected
INV-100038,TXN-500038,2023-02-14 10:00:00,Zoom Video,VEND-106,13006.72,EMP_030,Legal,Travel,Bank Transfer,1714025507,Approved
INV-100039,TXN-500039,2024-02-24 10:00:00,WeWork,VEND-109,7001.9,EMP_030,IT,Office Supplies,Card,5559681068,Rejected
INV-100040,TXN-500040,2025-02-25 13:00:00,Stripe Inc,VEND-105,18659.81,EMP_036,HR,Travel,UPI,4532658461,Approved
INV-100041,TXN-500041,2024-06-25 15:00:00,Amazon Web Services,VEND-100,2329.02,EMP_036,Finance,Marketing,UPI,1895646192,Pending
INV-100042,TXN-500042,2023-12-17 12:00:00,Stripe Inc,VEND-105,9615.44,EMP_039,HR,Consulting,Bank Transfer,4532658461,Pending
INV-100043,TXN-500043,2024-03-30 13:00:00,Blue Dart,VEND-108,1089297.58,EMP_008,Finance,Consulting,UPI,3965458084,Pending
INV-100044,TXN-500044,2024-12-05 15:00:00,Oracle India,VEND-107,27016.73,EMP_008,Finance,Consulting,UPI,2981426336,Rejected
INV-100045,TXN-500045,2023-08-06 10:00:00,Shadow_Consultancy,VEND-103,1483.71,EMP_050,Finance,Marketing,Bank Transfer,9988776655,Rejected
INV-100046,TXN-500046,2023-06-01 16:00:00,Blue Dart,VEND-108,4317.45,EMP_035,IT,Consulting,UPI,3965458084,Rejected
INV-100047,TXN-500047,2024-06-07 14:00:00,Stripe Inc,VEND-105,5548.09,EMP_020,Finance,Software,UPI,4532658461,Pending
INV-100048,TXN-500048,2023-10-16 12:00:00,WeWork,VEND-109,811.41,EMP_041,HR,Consulting,UPI,5559681068,Pending
INV-100049,TXN-500049,2023-04-20 09:00:00,Microsoft Corp,VEND-103,6671.94,EMP_014,Sales,Marketing,UPI,3834846826,Rejected
INV-100050,TXN-500050,2023-12-31 17:00:00,Microsoft Corp,VEND-103,1736.87,EMP_040,HR,Office Supplies,Bank Transfer,3834846826,Pending
INV-100051,TXN-500051,2024-09-05 10:00:00,Oracle India,VEND-107,2288.11,EMP_025,Legal,Travel,UPI,2981426336,Rejected
INV-100052,TXN-500052,2024-05-31 10:00:00,Oracle India,VEND-107,77.3,EMP_045,Legal,Consulting,Card,2981426336,Approved
INV-100053,TXN-500053,2023-06-14 13:00:00,Slack Technologies,VEND-101,3802.95,EMP_029,IT,Consulting,Bank Transfer,2533403651,Pending
INV-100054,TXN-500054,2023-09-09 12:00:00,Blue Dart,VEND-108,3660.2,EMP_023,HR,Consulting,UPI,3965458084,Rejected
INV-100055,TXN-500055,2024-12-07 15:00:00,Microsoft Corp,VEND-103,805.83,EMP_039,Legal,Travel,UPI,3834846826,Rejected
INV-100056,TXN-500056,2023-03-27 15:00:00,Blue Dart,VEND-108,1585.86,EMP_015,Finance,Travel,Bank Transfer,3965458084,Pending
INV-100057,TXN-500057,2023-08-20 17:00:00,Adobe Systems,VEND-104,1318.33,EMP_004,IT,Marketing,Bank Transfer,3154890776,Pending
INV-100058,TXN-500058,2023-02-28 10:00:00,Stripe Inc,VEND-105,1857917.12,EMP_039,Legal,Software,Card,4532658461,Approved
INV-100059,TXN-500059,2024-04-19 11:00:00,Oracle India,VEND-107,47163.89,EMP_017,Legal,Software,UPI,2981426336,Rejected
INV-100060,TXN-500060,2024-03-16 11:00:00,Stripe Inc,VEND-105,1687.68,EMP_008,Finance,Office Supplies,UPI,4532658461,Pending
INV-100061,TXN-500061,2023-08-25 17:00:00,ABC Pvt Ltd,VEND-102,755.41,EMP_050,HR,Software,UPI,8755262201,Approved
INV-100062,TXN-500062,2024-12-11 17:00:00,Amazon Web Services,VEND-100,2220.63,EMP_022,HR,Office Supplies,UPI,1895646192,Rejected
INV-100063,TXN-500063,2024-08-06 13:00:00,Oracle India,VEND-107,2650.05,EMP_028,Finance,Consulting,Bank Transfer,2981426336,Approved
INV-100064,TXN-500064,2024-04-12 14:00:00,Oracle India,VEND-107,10745.09,EMP_021,Legal,Software,Card,2981426336,Approved
INV-100065,TXN-500065,2025-01-14 13:00:00,Adobe Systems,VEND-104,14493.49,EMP_024,Finance,Software,UPI,3154890776,Pending
INV-100066,TXN-500066,2023-05-27 16:00:00,Oracle India,VEND-107,12868.49,EMP_050,IT,Consulting,Bank Transfer,2981426336,Pending
INV-100067,TXN-500067,2024-03-23 15:00:00,Microsoft Corp,VEND-103,1977.7,EMP_046,Finance,Consulting,UPI,3834846826,Approved
INV-100068,TXN-500068,2024-11-04 10:00:00,Blue Dart,VEND-108,2549.6,EMP_032,HR,Consulting,Card,3965458084,Approved
INV-100069,TXN-500069,2023-07-15 10:00:00,WeWork,VEND-109,648.05,EMP_013,Sales,Marketing,UPI,5559681068,Rejected
INV-100070,TXN-500070,2024-10-21 17:00:00,Microsoft Corp,VEND-103,2514.16,EMP_038,HR,Software,UPI,3834846826,Rejected
INV-100071,TXN-500071,2024-09-14 14:00:00,Blue Dart,VEND-108,4660.49,EMP_004,HR,Travel,UPI,3965458084,Rejected
INV-100072,TXN-500072,2024-10-19 15:00:00,WeWork,VEND-109,13897.39,EMP_025,Finance,Consulting,Card,5559681068,Rejected
INV-100073,TXN-500073,2025-01-27 15:00:00,Shadow_Consultancy,VEND-100,1157.9,EMP_050,Legal,Consulting,UPI,9988776655,Rejected
INV-100074,TXN-500074,2024-08-07 16:00:00,Slack Technologies,VEND-101,3092.77,EMP_026,Sales,Software,Bank Transfer,2533403651,Approved
INV-100075,TXN-500075,2024-02-03 11:00:00,Microsoft Corp,VEND-103,277.99,EMP_040,Legal,Office Supplies,Card,3834846826,Rejected
INV-100076,TXN-500076,2023-04-22 17:00:00,Oracle India,VEND-107,4707.2,EMP_010,IT,Consulting,Bank Transfer,2981426336,Approved
INV-100077,TXN-500077,2024-02-03 17:00:00,Adobe Systems,VEND-104,935533.16,EMP_039,Legal,Consulting,Card,3154890776,Approved
INV-100078,TXN-500078,2024-02-06 12:00:00,Slack Technologies,VEND-101,10130.07,EMP_038,Sales,Travel,Bank Transfer,2533403651,Approved
INV-100079,TXN-500079,2024-10-21 16:00:00,Adobe Systems,VEND-104,2028.77,EMP_035,HR,Office Supplies,Bank Transfer,3154890776,Pending
INV-100080,TXN-500080,2023-07-07 14:00:00,Blue Dart,VEND-108,2337.64,EMP_033,HR,Travel,Card,3965458084,Rejected
INV-100081,TXN-500081,2025-03-10 14:00:00,Oracle India,VEND-107,675.39,EMP_001,Legal,Software,UPI,2981426336,Pending
INV-100082,TXN-500082,2024-12-12 10:00:00,Slack Technologies,VEND-101,5312.18,EMP_006,HR,Consulting,Bank Transfer,2533403651,Pending
INV-100083,TXN-500083,2023-07-10 13:00:00,WeWork,VEND-109,2355.75,EMP_016,Legal,Marketing,UPI,5559681068,Pending
INV-100084,TXN-500084,2024-12-15 10:00:00,WeWork,VEND-109,6030.52,EMP_023,Legal,Marketing,UPI,5559681068,Pending
INV-100085,TXN-500085,2025-03-06 14:00:00,Microsoft Corp,VEND-103,5858.83,EMP_025,IT,Travel,UPI,3834846826,Pending
INV-100086,TXN-500086,2024-01-11 16:00:00,Str1pe_Inc,VEND-105,4340.58,EMP_042,IT,Travel,Bank Transfer,4532658461,Approved
INV-100087,TXN-500087,2024-04-30 10:00:00,Zoom Video,VEND-106,803.08,EMP_034,Sales,Marketing,Card,1714025507,Rejected
INV-100088,TXN-500088,2024-04-18 15:00:00,WeWork,VEND-109,4017.17,EMP_007,HR,Marketing,UPI,5559681068,Approved
INV-100089,TXN-500089,2024-05-01 13:00:00,ABC Pvt Ltd,VEND-102,85.2,EMP_018,IT,Consulting,Card,8755262201,Rejected
INV-100090,TXN-500090,2024-04-08 15:00:00,ABC Pvt Ltd,VEND-102,3298.02,EMP_038,HR,Consulting,Card,8755262201,Rejected
INV-100091,TXN-500091,2023-06-19 14:00:00,Blue Dart,VEND-108,4220.25,EMP_008,Finance,Software,Card,3965458084,Rejected
INV-100092,TXN-500092,2023-01-25 13:00:00,Amazon Web Services,VEND-100,3071.57,EMP_014,Legal,Marketing,Bank Transfer,1895646192,Approved
INV-100093,TXN-500093,2024-02-03 17:00:00,Microsoft Corp,VEND-103,2378.6,EMP_033,Finance,Consulting,UPI,3834846826,Pending
INV-100094,TXN-500094,2024-10-05 17:00:00,Blue Dart,VEND-108,7579.24,EMP_011,HR,Office Supplies,Bank Transfer,3965458084,Rejected
INV-100095,TXN-500095,2024-05-13 13:00:00,Blue Dart,VEND-108,2202.34,EMP_035,IT,Marketing,Card,3965458084,Pending
INV-100096,TXN-500096,2024-03-09 13:00:00,Slack Technologies,VEND-101,5328.28,EMP_028,Sales,Consulting,Card,2533403651,Approved
INV-100097,TXN-500097,2024-08-01 12:00:00,Zoom Video,VEND-106,9385.07,EMP_027,Finance,Marketing,Bank Transfer,1714025507,Pending
INV-100098,TXN-500098,2024-04-23 12:00:00,Slack Technologies,VEND-101,12923.3,EMP_007,HR,Consulting,UPI,2533403651,Pending
INV-100099,TXN-500099,2025-03-04 16:00:00,Stripe Inc,VEND-105,1831.64,EMP_004,IT,Office Supplies,Bank Transfer,4532658461,Pending
INV-100100,TXN-500100,2024-05-14 15:00:00,ABC Pvt Ltd,VEND-102,3536.28,EMP_033,Finance,Consulting,Bank Transfer,8755262201,Approved
INV-100101,TXN-500101,2024-06-17 10:00:00,Zoom Video,VEND-106,3745.65,EMP_035,IT,Travel,Card,1714025507,Approved
INV-100102,TXN-500102,2023-10-02 15:00:00,Slack Technologies,VEND-101,2275.81,EMP_049,IT,Office Supplies,UPI,2533403651,Pending
INV-100103,TXN-500103,2023-11-09 11:00:00,Blue Dart,VEND-108,2525.01,EMP_013,Finance,Marketing,Bank Transfer,3965458084,Rejected
INV-100104,TXN-500104,2023-12-16 10:00:00,Blue Dart,VEND-108,3011.29,EMP_047,Legal,Marketing,Bank Transfer,3965458084,Approved
INV-100105,TXN-500105,2023-11-16 17:00:00,Slack Technologies,VEND-101,4891.63,EMP_015,Finance,Software,UPI,2533403651,Approved
INV-100106,TXN-500106,2024-10-03 17:00:00,Blue Dart,VEND-108,1493.13,EMP_019,Legal,Software,UPI,3965458084,Pending
INV-100107,TXN-500107,2024-10-05 10:00:00,Amazon Web Services,VEND-100,850.5,EMP_044,Sales,Software,UPI,1895646192,Approved
INV-100108,TXN-500108,2024-12-20 10:00:00,Amazon Web Services,VEND-100,3343.33,EMP_024,IT,Office Supplies,UPI,1895646192,Approved
INV-100109,TXN-500109,2023-12-17 14:00:00,Stripe Inc,VEND-105,1084.91,EMP_039,IT,Software,UPI,4532658461,Rejected
INV-100110,TXN-500110,2023-05-31 16:00:00,Shadow_Consultancy,VEND-101,21623.05,EMP_050,IT,Marketing,Card,9988776655,Approved
INV-100111,TXN-500111,2023-04-21 17:00:00,Oracle India,VEND-107,5423.48,EMP_008,Sales,Marketing,Bank Transfer,2981426336,Approved
INV-100112,TXN-500112,2024-07-11 12:00:00,Adobe Systems,VEND-104,3214.07,EMP_012,Legal,Office Supplies,UPI,3154890776,Approved
INV-100113,TXN-500113,2023-09-17 11:00:00,Blue Dart,VEND-108,1058.21,EMP_026,Finance,Travel,Card,3965458084,Pending
INV-100114,TXN-500114,2024-06-30 13:00:00,ABC Pvt Ltd,VEND-102,26953.28,EMP_033,HR,Marketing,Bank Transfer,8755262201,Pending
INV-100115,TXN-500115,2024-01-05 09:00:00,Adobe Systems,VEND-104,3802.55,EMP_010,IT,Marketing,UPI,3154890776,Pending
INV-100116,TXN-500116,2024-03-26 10:00:00,WeWork,VEND-109,879577.43,EMP_008,IT,Consulting,Bank Transfer,5559681068,Approved
INV-100117,TXN-500117,2023-09-17 11:00:00,Microsoft Corp,VEND-103,1236.55,EMP_010,IT,Consulting,Bank Transfer,3834846826,Rejected
INV-100118,TXN-500118,2024-07-05 15:00:00,WeWork,VEND-109,1023.62,EMP_023,HR,Marketing,Card,5559681068,Approved
INV-100119,TXN-500119,2024-09-13 13:00:00,Slack Technologies,VEND-101,1301.31,EMP_015,Sales,Consulting,UPI,2533403651,Pending
INV-100120,TXN-500120,2023-09-18 09:00:00,Microsoft Corp,VEND-103,4050.86,EMP_046,IT,Consulting,Card,3834846826,Rejected
INV-100121,TXN-500121,2023-12-11 15:00:00,Oracle India,VEND-107,5523.5,EMP_033,HR,Software,Card,2981426336,Approved
INV-100122,TXN-500122,2023-12-22 14:00:00,ABC Pvt Ltd,VEND-102,2368.59,EMP_018,IT,Travel,UPI,8755262201,Approved
INV-100123,TXN-500123,2023-11-09 10:00:00,ABC Pvt Ltd,VEND-102,6364.14,EMP_003,Finance,Marketing,UPI,8755262201,Rejected
INV-100124,TXN-500124,2025-02-06 09:00:00,Amazon Web Services,VEND-100,4943.95,EMP_014,Finance,Marketing,UPI,1895646192,Rejected
INV-100125,TXN-500125,2024-05-05 15:00:00,Adobe Systems,VEND-104,2192.65,EMP_019,Finance,Consulting,UPI,3154890776,Pending
INV-100126,TXN-500126,2023-07-30 10:00:00,Blue Dart,VEND-108,2147.39,EMP_021,IT,Consulting,UPI,3965458084,Pending
INV-100127,TXN-500127,2024-03-23 16:00:00,Stripe Inc,VEND-105,17752.47,EMP_050,IT,Travel,Bank Transfer,4532658461,Pending
INV-100128,TXN-500128,2023-11-16 09:00:00,ABC Pvt Ltd,VEND-102,560.88,EMP_043,HR,Travel,Card,8755262201,Approved
INV-100129,TXN-500129,2023-06-03 09:00:00,Amazon Web Services,VEND-100,3725.94,EMP_044,IT,Travel,Bank Transfer,1895646192,Rejected
INV-100130,TXN-500130,2023-10-25 15:00:00,WeWork,VEND-109,9816.83,EMP_041,HR,Travel,Card,5559681068,Approved
INV-100131,TXN-500131,2023-10-30 09:00:00,Blue Dart,VEND-108,2517.04,EMP_025,Legal,Marketing,UPI,3965458084,Pending
INV-100132,TXN-500132,2024-05-19 11:00:00,Adobe Systems,VEND-104,703.31,EMP_022,Finance,Marketing,Bank Transfer,3154890776,Rejected
INV-100133,TXN-500133,2024-08-18 14:00:00,Zoom Video,VEND-106,5916.63,EMP_005,Legal,Office Supplies,UPI,1714025507,Rejected
INV-100134,TXN-500134,2024-03-10 17:00:00,Stripe Inc,VEND-105,2686.34,EMP_012,Sales,Software,Card,4532658461,Pending
INV-100135,TXN-500135,2024-11-10 11:00:00,WeWork,VEND-109,5137.12,EMP_015,HR,Office Supplies,UPI,5559681068,Rejected
INV-100136,TXN-500136,2024-02-13 10:00:00,Stripe Inc,VEND-105,2506.43,EMP_001,Legal,Software,Bank Transfer,4532658461,Rejected
INV-100137,TXN-500137,2025-02-18 09:00:00,Microsoft Corp,VEND-103,1587.63,EMP_019,HR,Travel,Card,3834846826,Rejected
INV-100138,TXN-500138,2023-08-20 15:00:00,Microsoft Corp,,ERROR_VAL,EMP_019,Sales,Travel,Card,3834846826,Approved
INV-100139,TXN-500139,2024-02-26 10:00:00,Blue Dart,VEND-108,1010.32,EMP_032,IT,Marketing,Bank Transfer,3965458084,Rejected
INV-100140,TXN-500140,2023-09-08 16:00:00,Stripe Inc,VEND-105,2382.14,EMP_039,HR,Marketing,Card,4532658461,Rejected
INV-100141,TXN-500141,2023-12-06 14:00:00,WeWork,VEND-109,14671.9,EMP_042,Sales,Consulting,UPI,5559681068,Approved
INV-100142,TXN-500142,2024-06-08 14:00:00,Zoom Video,VEND-106,3138.99,EMP_017,HR,Software,UPI,1714025507,Approved
INV-100143,TXN-500143,2025-03-01 15:00:00,Microsoft Corp,VEND-103,1492.25,EMP_012,Finance,Office Supplies,UPI,3834846826,Approved
INV-100144,TXN-500144,2023-06-22 09:00:00,Slack Technologies,VEND-101,9871.85,EMP_037,IT,Marketing,UPI,2533403651,Rejected
INV-100145,TXN-500145,2024-06-10 17:00:00,Microsoft Corp,VEND-103,702.09,EMP_020,HR,Travel,Bank Transfer,3834846826,Pending
INV-100146,TXN-500146,2023-12-29 13:00:00,Slack_Techn0l0g1es,VEND-101,1470.18,EMP_035,IT,Travel,Bank Transfer,2533403651,Pending
INV-100147,TXN-500147,2023-08-23 10:00:00,Zoom Video,VEND-106,2635.76,EMP_038,Sales,Travel,Card,1714025507,Pending
INV-100148,TXN-500148,2023-02-06 11:00:00,Adobe Systems,VEND-104,6664.32,EMP_023,Sales,Office Supplies,Bank Transfer,3154890776,Pending
INV-100149,TXN-500149,2024-04-04 09:00:00,Blue Dart,VEND-108,4550.61,EMP_047,HR,Office Supplies,Bank Transfer,3965458084,Rejected
INV-100150,TXN-500150,2024-02-17 11:00:00,ABC Pvt Ltd,VEND-102,3668.89,EMP_048,Sales,Marketing,Bank Transfer,8755262201,Pending
INV-100151,TXN-500151,2023-04-28 16:00:00,Oracle India,VEND-107,5069.33,EMP_015,HR,Travel,Card,2981426336,Approved
INV-100152,TXN-500152,2025-01-07 15:00:00,Microsoft Corp,VEND-103,16660.27,EMP_035,IT,Office Supplies,Bank Transfer,3834846826,Rejected
INV-100153,TXN-500153,2023-01-17 16:00:00,Microsoft Corp,VEND-103,5155.89,EMP_003,HR,Marketing,Bank Transfer,3834846826,Rejected
INV-100154,TXN-500154,2025-01-07 10:00:00,Stripe Inc,VEND-105,2610.76,EMP_005,Legal,Software,Bank Transfer,4532658461,Rejected
INV-100155,TXN-500155,2025-01-09 11:00:00,WeWork,VEND-109,2102.39,EMP_009,Legal,Software,Bank Transfer,5559681068,Rejected
INV-100156,TXN-500156,2023-05-12 10:00:00,Blue Dart,VEND-108,8596.4,EMP_030,Sales,Marketing,UPI,3965458084,Pending
INV-100157,TXN-500157,2024-04-30 11:00:00,Stripe Inc,,ERROR_VAL,EMP_020,Finance,Marketing,Bank Transfer,4532658461,Rejected
INV-100158,TXN-500158,2024-12-22 13:00:00,Zoom Video,VEND-106,70.89,EMP_028,Sales,Office Supplies,Bank Transfer,1714025507,Pending
INV-100159,TXN-500159,2023-12-13 16:00:00,Zoom Video,VEND-106,1269767.86,EMP_012,Legal,Travel,Card,1714025507,Pending
INV-100160,TXN-500160,2023-09-10 09:00:00,Z00m_V1de0,VEND-106,3241.94,EMP_045,IT,Software,Card,1714025507,Approved
INV-100161,TXN-500161,2024-03-09 09:00:00,ABC Pvt Ltd,VEND-102,2215.53,EMP_001,IT,Travel,Bank Transfer,8755262201,Pending
INV-100162,TXN-500162,2023-07-20 16:00:00,Microsoft Corp,VEND-103,4765.55,EMP_039,Sales,Office Supplies,Bank Transfer,3834846826,Rejected
INV-100163,TXN-500163,2024-01-21 10:00:00,Blue Dart,VEND-108,5244.65,EMP_005,Legal,Marketing,Bank Transfer,3965458084,Approved
INV-100164,TXN-500164,2024-10-07 09:00:00,Slack Technologies,VEND-101,582.39,EMP_019,Finance,Marketing,Card,2533403651,Pending
INV-100165,TXN-500165,2024-05-12 14:00:00,WeWork,VEND-109,3730.7,EMP_044,IT,Travel,Card,5559681068,Approved
INV-100166,TXN-500166,2023-07-31 11:00:00,Stripe Inc,VEND-105,2772.91,EMP_042,IT,Marketing,Card,4532658461,Pending
INV-100167,TXN-500167,2023-12-20 14:00:00,Oracle India,VEND-107,4484.66,EMP_038,Finance,Consulting,Bank Transfer,2981426336,Approved
INV-100168,TXN-500168,2023-09-20 13:00:00,Slack Technologies,VEND-101,3826.12,EMP_027,Finance,Travel,Bank Transfer,2533403651,Pending
INV-100169,TXN-500169,2024-07-14 13:00:00,Microsoft Corp,VEND-103,3609.17,EMP_027,IT,Software,Bank Transfer,3834846826,Rejected
INV-100170,TXN-500170,2025-01-31 13:00:00,Oracle India,VEND-107,9609.81,EMP_036,HR,Marketing,UPI,2981426336,Rejected
INV-100171,TXN-500171,2024-12-20 13:00:00,WeWork,VEND-109,3190.06,EMP_006,Legal,Travel,Bank Transfer,5559681068,Pending
INV-100172,TXN-500172,2024-09-15 16:00:00,Adobe Systems,VEND-104,5465.52,EMP_021,IT,Marketing,Card,3154890776,Approved
INV-100173,TXN-500173,2024-09-26 09:00:00,Stripe Inc,VEND-105,1852.11,EMP_013,Legal,Travel,Bank Transfer,4532658461,Pending
INV-100174,TXN-500174,2024-09-23 15:00:00,Stripe Inc,VEND-105,9834.75,EMP_009,Sales,Marketing,UPI,4532658461,Rejected
INV-100175,TXN-500175,2024-07-06 09:00:00,Amazon Web Services,VEND-100,318.1,EMP_043,IT,Consulting,Card,1895646192,Pending
INV-100176,TXN-500176,2023-03-17 16:00:00,Zoom Video,VEND-106,912.78,EMP_028,Sales,Consulting,Bank Transfer,1714025507,Approved
INV-100177,TXN-500177,2023-12-04 10:00:00,Oracle India,VEND-107,2369.66,EMP_028,IT,Travel,UPI,2981426336,Pending
INV-100178,TXN-500178,2024-12-09 13:00:00,Adobe Systems,VEND-104,10800.92,EMP_002,HR,Consulting,Bank Transfer,3154890776,Approved
INV-100179,TXN-500179,2025-03-04 15:00:00,ABC Pvt Ltd,VEND-102,11521.14,EMP_026,Legal,Marketing,UPI,8755262201,Rejected
INV-100180,TXN-500180,2024-12-15 09:00:00,Microsoft Corp,VEND-103,3175.17,EMP_027,Legal,Marketing,Bank Transfer,3834846826,Approved
INV-100181,TXN-500181,2024-12-08 14:00:00,Stripe Inc,VEND-105,2690.56,EMP_034,Finance,Travel,Bank Transfer,4532658461,Rejected
INV-100182,TXN-500182,2024-08-15 15:00:00,Adobe Systems,VEND-104,15430.33,EMP_049,HR,Software,Card,3154890776,Approved
INV-100183,TXN-500183,2024-04-26 10:00:00,Adobe Systems,VEND-104,5256.5,EMP_011,Sales,Consulting,Card,3154890776,Approved
INV-100184,TXN-500184,2023-12-12 11:00:00,Amazon Web Services,VEND-100,2102.0,EMP_015,Legal,Consulting,Bank Transfer,1895646192,Approved
INV-100185,TXN-500185,2023-10-15 16:00:00,Zoom Video,VEND-106,704.86,EMP_021,IT,Travel,Card,1714025507,Approved
INV-100186,TXN-500186,2023-05-10 13:00:00,Oracle India,VEND-107,5360.48,EMP_050,Finance,Software,UPI,2981426336,Pending
INV-100187,TXN-500187,2023-04-09 09:00:00,Microsoft Corp,VEND-103,5574.35,EMP_003,Legal,Software,Card,3834846826,Pending
